Name,Link,Name,YOB,Date,Competition,Placing,Division,Weightclass,Weight,Squat1,Squat2,Squat3,Bench press1,Bench press2,Bench press3,Deadlift1,Deadlift2,Deadlift3,Total,Points
Tina Daneshmand,competitions-view?id=1024,Tina Daneshmand,1986,12/05/2015,West Coast Regionals,1.,R-O,-52,50.90,-107.5,107.5,-112.5,72.5,-77.5,-77.5,152.5,160,-168.5,340,430.88
Tina Daneshmand,competitions-view?id=925,Tina Daneshmand,1986,09/12/2015,2015 USAPL CA Barbell LCQ,1.,R-O,-52,51.50,105,-110,-110,72.5,-77.5,-77.5,145,155,-160,332.5,417.62
Tina Daneshmand,competitions-view?id=807,Tina Daneshmand,1986,04/11/2015,2015 CA State Championship,1.,R-O,-57,54.20,125,,,75,,,165,,,365,440.59
Brianna Lanoye,competitions-view?id=1354,Brianna Lanoye,1991,10/13/2016,Raw Nationals 2016,4.,R-O,-52,51.75,-125,125,132.5,60,65,70,135,147.5,-162.5,350,437.96
Brianna Lanoye,competitions-view?id=1331,Brianna Lanoye,1991,09/17/2016,Buffalo Fall Powerfest,1.,R-O,-57,52.40,115,122.5,127.5,62.5,-67.5,-67.5,130,137.5,-147.5,327.5,405.87
Brianna Lanoye,competitions-view?id=1153,Brianna Lanoye,1991,03/19/2016,Western NY Championships,1.,R-O,-52,51.80,107.5,-115,117.5,60,62.5,-65,120,130,140,320,400.13
Jennifer Kim,competitions-view?id=1354,Jennifer Kim,1987,10/13/2016,Raw Nationals 2016,6.,R-O,-52,51.50,115,122.5,-127.5,60,65,-67.5,140,147.5,157.5,345,433.32
Jennifer Kim,competitions-view?id=1144,Jennifer Kim,1987,03/20/2016,2016 USA Powerlifting Whippany Athletic Club Spring Classic,1.,R-O,-52,51.00,115,-120,-120,-60,60,65,137.5,147.5,-155,327.5,414.42
Jennifer Kim,competitions-view?id=992,Jennifer Kim,1987,10/15/2015,2015 Raw Nationals,7.,R-O,-52,51.60,107.5,115,120,55,60,62.5,120,127.5,132.5,315,395.04
Jennifer Kim,competitions-view?id=888,Jennifer Kim,1987,08/01/2015,New Jersey State Championships,2.,R-O,-52,50.90,102.5,110,117.5,52.5,57.5,60,110,117.5,122.5,300,380.19
Jennifer Kim,competitions-view?id=838,Jennifer Kim,1987,04/25/2015,SBWC Raw Open Powerlifting Spring Classic 2015,2.,R-O,-57,53.90,102.5,107.5,115,52.5,-57.5,-60,107.5,115,-120,282.5,342.47
Jennifer Kim,competitions-view?id=862,Jennifer Kim,1987,04/25/2015,SBWC Raw Open Powerlifting Spring Classic 2015,2.,R-O,-57,53.90,102.5,107.5,115,52.5,-57.5,-60,107.5,115,-120,282.5,342.47
Shelly Grossberg,competitions-view?id=1354,Shelly Grossberg,1986,10/13/2016,Raw Nationals 2016,7.,R-O,-52,50.70,-107.5,107.5,115,-62.5,65,-67.5,137.5,147.5,162.5,342.5,435.35
Shelly Grossberg,competitions-view?id=992,Shelly Grossberg,1986,10/15/2015,2015 Raw Nationals,6.,R-O,-52,50.40,102.5,107.5,112.5,60,62.5,-65,-142.5,-147.5,147.5,322.5,411.80
Shelly Grossberg,competitions-view?id=682,Shelly Grossberg,1986,03/14/2015,2015 Florida State Championships,1.,R-O,-52,50.00,92.5,-102.5,102.5,55,60,-62.5,137.5,150,155,317.5,407.86
Shelly Grossberg,competitions-view?id=756,Shelly Grossberg,1986,11/16/2014,2014 Florida Collegiate,1.,R-O,-52,50.60,100,,,60,,,147.5,,,307.5,391.45
Heather Faas,competitions-view?id=1354,Heather Faas,1983,10/13/2016,Raw Nationals 2016,9.,R-O,-52,50.97,110,115,120,60,-65,-65,140,150,-157.5,330,417.78
Heather Faas,competitions-view?id=1287,Heather Faas,1983,07/30/2016,2016 Procrastinators Championships,1.,R-O,-52,51.60,102.5,105,107.5,52.5,55,60,125,130,135,302.5,379.37
Heather Faas,competitions-view?id=1122,Heather Faas,1983,03/04/2016,Arnold - StartingStrength.com Pro Raw Challenge,2.,R-O,-52,51.20,105,-112.5,-112.5,57.5,60,-65,142.5,147.5,-150,312.5,394.25
Heather Faas,competitions-view?id=1082,Heather Faas,1983,12/12/2015,USA Powerlifting South Carolina State Championship,1.,R-O,-52,50.80,105,115,120,60,65,-67.5,142.5,152.5,155,340,431.53
Heather Faas,competitions-view?id=992,Heather Faas,1983,10/15/2015,2015 Raw Nationals,5.,R-O,-52,50.40,105,115,-120,57.5,62.5,65,137.5,147.5,150,330,421.38
Heather Faas,competitions-view?id=793,Heather Faas,1983,03/21/2015,Battle on the Border IX,1.,R-O,-52,51.50,112.5,,,62.5,,,147.5,,,322.5,405.06
Heather Faas,competitions-view?id=749,Heather Faas,1983,12/13/2014,South Carolina State Championships,2.,R-O,-52,51.80,107.5,,,60,,,142.5,,,310,387.62
Heather Faas,competitions-view?id=728,Heather Faas,1983,10/25/2014,2014 GA & Southern States BP & PL Championships,1.,R-O,-52,51.40,107.5,,,60,,,145,,,312.5,393.06
Heather Faas,competitions-view?id=410,Heather Faas,1983,06/14/2014,USA Powerlifting North Carolina State Championships,1.,R-O,-52,51.40,102.5,,,57.5,,,142.5,,,302.5,380.48
Heather Faas,competitions-view?id=384,Heather Faas,1983,03/22/2014,USAPL Battle on the Border VIII,1.,R-O,-52,52.00,,,,55,,,137.5,,,192.5,239.97
Ling Phan,competitions-view?id=1354,Ling Phan,1989,10/13/2016,Raw Nationals 2016,10.,R-O,-52,51.04,130,-135,-135,-60,60,62.5,122.5,130,135,327.5,414.16
Ling Phan,competitions-view?id=1232,Ling Phan,1989,05/21/2016,Philadelphia Freedom Championship,1.,R-O,-52,51.10,130,135,-140,57.5,60,-62.5,115,120,125,320,404.32
Caycee Bregel,competitions-view?id=1354,Caycee Bregel,1992,10/13/2016,Raw Nationals 2016,11.,R-O,-52,49.70,102.5,110,-115,65,67.5,-70,130,140,145,322.5,416.19
Caycee Bregel,competitions-view?id=1194,Caycee Bregel,1992,04/23/2016,Southeast RAW Showdown,1.,R-O,-52,50.80,102.5,107.5,112.5,62.5,67.5,-70,130,140,145,325,412.49
Caycee Bregel,competitions-view?id=1167,Caycee Bregel,1992,02/20/2016,USA Powerlifting ​Minnesota State & Midwest Open 2016,1.,R-JR,-52,48.20,100,107.5,-110,57.5,62.5,-67.5,127.5,135,-137.5,305,402.72
Gabriella Coronell,competitions-view?id=1354,Gabriella Coronell,1991,10/13/2016,Raw Nationals 2016,14.,R-O,-52,51.80,107.5,115,-120,77.5,-82.5,-82.5,122.5,130,-135,322.5,403.25
Gabriella Coronell,competitions-view?id=1291,Gabriella Coronell,1991,07/23/2016,5th Annual Central Florida Powerlifting Championships,1.,R-O,-52,51.90,100,105,107.5,70,77.5,-80,120,127.5,-132.5,312.5,390.16
Gabriella Coronell,competitions-view?id=1047,Gabriella Coronell,1991,12/13/2015,2015 Southeastern USA Regional Championships,1.,R-O,-63,61.10,112.5,117.5,122.5,77.5,85,-87.5,120,125,130,337.5,371.05
Gabriella Coronell,competitions-view?id=889,Gabriella Coronell,1991,07/25/2015,Central Florida Championship,1.,R-O,-57,56.80,105,115,118,70,75,77.5,110,115,-117.5,310.5,361.30
Jennifer Avarell,competitions-view?id=1354,Jennifer Avarell,1984,10/13/2016,Raw Nationals 2016,15.,R-O,-52,50.10,112.5,115,-117.5,62.5,65,67.5,130,132.5,137.5,320,410.46
Jennifer Avarell,competitions-view?id=1002,Jennifer Avarell,1984,11/07/2015,USAPL Wild West Showdown,1.,R-O,-52,50.60,105,110,115,60,65,-67.5,130,135,137.5,317.5,404.18
Jennifer Avarell,competitions-view?id=925,Jennifer Avarell,1984,09/12/2015,2015 USAPL CA Barbell LCQ,2.,R-O,-52,50.10,102.5,-110,-110,57.5,60,-65,125,130,137.5,300,384.81
Heather Hoff,competitions-view?id=1354,Heather Hoff,1989,10/13/2016,Raw Nationals 2016,16.,R-O,-52,51.40,90,97.5,102.5,47.5,50,52.5,125,132.5,140,295,371.05
Heather Hoff,competitions-view?id=1198,Heather Hoff,1989,04/30/2016,SBWC Spring Classic,2.,R-O,-52,51.70,92.5,100,-105,50,52.5,,137.5,145,150,302.5,378.79
Heather Hoff,competitions-view?id=992,Heather Hoff,1989,10/15/2015,2015 Raw Nationals,10.,R-O,-52,51.40,92.5,100,102.5,47.5,50,52.5,127.5,135,142.5,297.5,374.20
Heather Hoff,competitions-view?id=860,Heather Hoff,1989,07/17/2014,2014 Raw Nationals,11.,R-O,-57,56.30,107.5,-115,117.5,52.5,55,57.5,65,70,75,250,292.93
Heather Hoff,competitions-view?id=357,Heather Hoff,1989,02/28/2014,Arnold 2014-Raw Challenge,2.,R-O,-57,56.80,117.5,,,57.5,,,132.5,,,307.5,357.81
Heather Hoff,competitions-view?id=500,Heather Hoff,1989,07/19/2013,2013 Raw Nationals,3.,R-JR,-57,54.60,105,,,52.5,,,130,,,287.5,345.06
Shayna Bennett,competitions-view?id=1354,Shayna Bennett,1986,10/13/2016,Raw Nationals 2016,17.,R-O,-52,51.10,87.5,-95,-95,52.5,55,-57.5,132.5,142.5,-145,285,360.10
Shayna Bennett,competitions-view?id=1238,Shayna Bennett,1986,05/28/2016,MA and RI Open State Championships,2.,R-O,-52,51.80,85,90,-92.5,55,57.5,-60,132.5,140,145,292.5,365.74
Shayna Bennett,competitions-view?id=1116,Shayna Bennett,1986,02/27/2016,USA Powerlifting Winter Classic,2.,R-O,-52,51.80,85,90,92.5,55,-57.5,-57.5,130,137.5,-142.5,285,356.36
Shayna Bennett,competitions-view?id=855,Shayna Bennett,1986,05/30/2015,MA & RI Open State Championships,2.,R-O,-52,51.50,70,80,-55,47.5,52.5,,102.5,112.5,120,252.5,317.14
Erika Bodden,competitions-view?id=1354,Erika Bodden,1980,10/13/2016,Raw Nationals 2016,18.,R-O,-52,51.10,-95,-107.5,-107.5,50,-57.5,-57.5,120,-130,-130,0,0.00
Erika Bodden,competitions-view?id=1214,Erika Bodden,1980,05/07/2016,Lift for Life,1.,R-O,-52,50.90,,,,50,57.5,-60,,,,57.5,72.87
Erika Bodden,competitions-view?id=1097,Erika Bodden,1980,02/13/2016,USA Powerlifting Citadel Nutrition Open,1.,R-O,-52,51.80,,,,47.5,55,57.5,,,,57.5,71.90
Erika Bodden,competitions-view?id=1057,Erika Bodden,1980,12/12/2015,USA Powerlifting Georgia & Southern States,1.,R-O,-52,50.70,,,,42.5,50,-57.5,110,125,132.5,182.5,231.98
Erika Bodden,competitions-view?id=1003,Erika Bodden,1980,11/07/2015,3rd Annual USAPL Powerlifting for Pink,1.,R-O,-57,53.60,80,87.5,95,45,52.5,-55,105,120,-132.5,267.5,325.71
Jennifer Millican,competitions-view?id=1354,Jennifer Millican,1983,10/13/2016,Raw Nationals 2016,1.,R-O,-57,55.69,157.5,165,167.5,-87.5,90,95,162.5,172.5,182.5,445,525.86
Jennifer Millican,competitions-view?id=1057,Jennifer Millican,1983,12/12/2015,USA Powerlifting Georgia & Southern States,1.,R-O,-57,55.30,152.5,160,165,60,67.5,-75,165,172.5,-177.5,405,481.26
Kelly Lin,competitions-view?id=1354,Kelly Lin,1992,10/13/2016,Raw Nationals 2016,2.,R-O,-57,55.49,152.5,157.5,-160,95,100,-105.5,142.5,155,160,417.5,494.78
Kelly Lin,competitions-view?id=1277,Kelly Lin,1992,07/16/2016,2016 California State Games,1.,R-JR,-57,56.50,147.5,155,160,95,100,105,142.5,155,160,425,496.57
Kelly Lin,competitions-view?id=1290,Kelly Lin,1992,04/16/2016,2016 California State Championships,1.,R-O,-57,55.10,140,147.5,152.5,87.5,92.5,95,155,165,170.5,418,498.09
Kelly Lin,competitions-view?id=992,Kelly Lin,1992,10/15/2015,2015 Raw Nationals,1.,R-JR,-57,54.70,140,147.5,150,82.5,87.5,-90,142.5,-152.5,-155,380,455.43
Kelly Lin,competitions-view?id=807,Kelly Lin,1992,04/11/2015,2015 CA State Championship,1.,R-JR,-57,55.00,142.5,,,75,,,150,,,367.5,438.54
Kelly Lin,competitions-view?id=738,Kelly Lin,1992,11/08/2014,2014 CA Fall Classic,1.,R-JR,-56,55.20,127.5,,,75,,,142.5,,,345,410.55
Kelly Lin,competitions-view?id=455,Kelly Lin,1992,11/02/2013,2013 USAPL So Cal Regional Championships,-,R-JR,-56,53.70,97.5,,,67.5,,,120,,,285,346.53
Kelly Lin,competitions-view?id=500,Kelly Lin,1992,07/19/2013,2013 Raw Nationals,1.,R-JR,-57,55.60,122.5,,,75,,,142.5,,,340,402.29
Kelly Lin,competitions-view?id=540,Kelly Lin,1992,02/16/2013,2013 California State Powerlifting Championship,-,R-JR,-56,53.70,97.5,,,67.5,,,120,,,285,346.53
Melissa Barber,competitions-view?id=1354,Melissa Barber,1988,10/13/2016,Raw Nationals 2016,3.,R-O,-57,56.17,-132.5,132.5,-140,70,75,-77.5,182.5,190,-195,397.5,466.59
Melissa Barber,competitions-view?id=1122,Melissa Barber,1988,03/04/2016,Arnold - StartingStrength.com Pro Raw Challenge,2.,R-O,-57,56.50,120,130,-140,65,-70,-70,165,175,182.5,377.5,441.07
Melissa Barber,competitions-view?id=992,Melissa Barber,1988,10/15/2015,2015 Raw Nationals,8.,R-O,-57,56.40,117.5,-125,-125,57.5,-65,65,157.5,165,170,352.5,412.46
Melissa Barber,competitions-view?id=888,Melissa Barber,1988,08/01/2015,New Jersey State Championships,1.,R-O,-57,56.20,115,120,-125,55,-60,-60,142.5,150,162.5,337.5,395.99
Jessica Edwards,competitions-view?id=1354,Jessica Edwards,1978,10/13/2016,Raw Nationals 2016,4.,R-O,-57,55.82,127.5,135,-142.5,85,90,-92.5,155,165,170,395,465.94
Jessica Edwards,competitions-view?id=1275,Jessica Edwards,1978,07/16/2016,2016 Virginia Beach Battle,1.,R-O,-57,55.80,122.5,127.5,132.5,80,85,-85,155,167.5,-172.5,385,454.26
Jessica Edwards,competitions-view?id=1122,Jessica Edwards,1978,03/04/2016,Arnold - StartingStrength.com Pro Raw Challenge,3.,R-O,-63,58.40,-125,125,127.5,87.5,-92.5,-92.5,160,165,-170,380,432.67
Jessica Edwards,competitions-view?id=1058,Jessica Edwards,1978,11/14/2015,2015 USAPL Virginia State Championships,1.,R-O,-63,58.70,117.5,122.5,-127.5,80,-85,85,152.5,157.5,162.5,370,419.58
Jessica Edwards,competitions-view?id=992,Jessica Edwards,1978,10/15/2015,2015 Raw Nationals,5.,R-O,-63,58.90,117.5,122.5,125,80,-85,85,157.5,-160,160,370,418.47
Jessica Edwards,competitions-view?id=729,Jessica Edwards,1978,11/01/2014,2014 FALL FESTIVAL OF POWER,1.,R-O,-60,59.20,,,,70,,,,,,70,78.86
Ashley Svendbye,competitions-view?id=1354,Ashley Svendbye,1990,10/13/2016,Raw Nationals 2016,5.,R-O,-57,56.27,125,130,135,80,85,87.5,-170,-170,170,392.5,460.09
Ashley Svendbye,competitions-view?id=1300,Ashley Svendbye,1990,08/13/2016,Juggernaut Summer Showdown,1.,R-O,-57,57.00,110,117.5,122.5,80,85,-87.5,170,-182.5,182.5,390,452.56
Ashley Svendbye,competitions-view?id=855,Ashley Svendbye,1990,05/30/2015,MA & RI Open State Championships,2.,R-O,-63,61.10,130,-137.5,82.5,75,77.5,,157.5,-165,,365,401.28
Lauren Rutan,competitions-view?id=1354,Lauren Rutan,1984,10/13/2016,Raw Nationals 2016,6.,R-O,-57,56.93,-145,-150,150,82.5,-87.5,-87.5,147.5,155,-157.5,387.5,450.08
Lauren Rutan,competitions-view?id=1303,Lauren Rutan,1984,08/13/2016,2016 Palmetto Classic,1.,R-O,-63,59.70,142.5,-150,-150,82.5,85,87.5,145,152.5,-160,382.5,428.09
Lauren Rutan,competitions-view?id=1257,Lauren Rutan,1984,06/10/2016,Summer Showdown,1.,R-O,-63,59.70,142.5,150,-152.5,82.5,-87.5,-87.5,142.5,-147.5,147.5,380,425.30
Lauren Rutan,competitions-view?id=1149,Lauren Rutan,1984,03/19/2016,USA Powerlifting Battle on the Border X,1.,R-O,-63,58.90,137.5,142.5,147.5,80,85,-87.5,145,155,-157.5,387.5,438.26
Lauren Rutan,competitions-view?id=1118,Lauren Rutan,1984,03/05/2016,Arnold - SlingShot Pro American,1.,R-O,-57,56.60,135,-142.5,-142.5,80,-85,-85,145,155,-157.5,370,431.72
Lauren Rutan,competitions-view?id=1024,Lauren Rutan,1984,12/05/2015,West Coast Regionals,1.,R-O,-57,56.90,-140,-140,140,-77.5,-77.5,77.5,135,142.5,-150,360,418.32
Lauren Rutan,competitions-view?id=1001,Lauren Rutan,1984,11/07/2015,USAPL Fall Festival of Power,1.,R-O,-57,56.90,135,145,-152.5,77.5,-82.5,-82.5,137.5,142.5,147.5,370,429.94
Melissa Erwin,competitions-view?id=1354,Melissa Erwin,1981,10/13/2016,Raw Nationals 2016,8.,R-O,-57,56.28,122.5,130,135,70,75,77.5,152.5,162.5,165,377.5,442.43
Melissa Erwin,competitions-view?id=1299,Melissa Erwin,1981,08/05/2016,34th Annual New Jersey State Championships,1.,R-O,-57,56.40,120,-130,130,67.5,72.5,77.5,142.5,155,162.5,370,432.94
Melissa Erwin,competitions-view?id=992,Melissa Erwin,1981,10/15/2015,2015 Raw Nationals,13.,R-O,-63,61.40,125,132.5,-137.5,70,75,-80,150,-157.5,-157.5,357.5,391.53
Melissa Erwin,competitions-view?id=838,Melissa Erwin,1981,04/25/2015,SBWC Raw Open Powerlifting Spring Classic 2015,1.,R-O,-63,61.70,122.5,127.5,132.5,72.5,-77.5,-77.5,142.5,150,-155,355,387.34
Melissa Erwin,competitions-view?id=862,Melissa Erwin,1981,04/25/2015,SBWC Raw Open Powerlifting Spring Classic 2015,1.,R-O,-63,61.70,122.5,127.5,132.5,72.5,-77.5,-77.5,142.5,150,-155,355,387.34
Melissa Erwin,competitions-view?id=462,Melissa Erwin,1981,03/23/2013,2013 USAPL PA State Powerlifting Championship,-,R-O,-60,60.00,115,,,72.5,,,170,,,357.5,398.58
Dicy Ann Saylor,competitions-view?id=1354,Dicy Ann Saylor,1988,10/13/2016,Raw Nationals 2016,9.,R-O,-57,56.34,125,132.5,140,65,67.5,70,142.5,152.5,-160,362.5,424.49
Dicy Ann Saylor,competitions-view?id=1283,Dicy Ann Saylor,1988,07/23/2016,"Border Bash ""Alabama vs Georgia""",1.,R-O,-57,56.60,115,120,127.5,62.5,65,67.5,142.5,150,155,350,408.38
Dicy Ann Saylor,competitions-view?id=1122,Dicy Ann Saylor,1988,03/04/2016,Arnold - StartingStrength.com Pro Raw Challenge,6.,R-O,-63,60.60,-125,125,-137.5,65,67.5,-70,142.5,152.5,165,357.5,395.50
Dicy Ann Saylor,competitions-view?id=992,Dicy Ann Saylor,1988,10/15/2015,2015 Raw Nationals,7.,R-O,-63,61.10,127.5,-137.5,137.5,62.5,65,67.5,142.5,155,162.5,367.5,404.03
Dicy Ann Saylor,competitions-view?id=902,Dicy Ann Saylor,1988,06/26/2015,Summer Showdown,4.,R-O,-63,62.70,127.5,137.5,140,62.5,67.5,70,137.5,147.5,157.5,367.5,396.13
Dicy Ann Saylor,competitions-view?id=847,Dicy Ann Saylor,1988,03/06/2015,2015 Arnold - Pro Raw Challenge,6.,R-O,-63,62.10,127.5,-137.5,-137.5,67.5,-72.5,72.5,122.5,137.5,-150,337.5,366.46
Dicy Ann Saylor,competitions-view?id=728,Dicy Ann Saylor,1988,10/25/2014,2014 GA & Southern States BP & PL Championships,1.,R-O,-67.5,64.30,142.5,,,65,,,147.5,,,355,375.45
Dicy Ann Saylor,competitions-view?id=860,Dicy Ann Saylor,1988,07/17/2014,2014 Raw Nationals,6.,R-O,-63,62.50,117.5,132.5,137.5,57.5,62.5,65,115,127.5,140,342.5,370.07
Dicy Ann Saylor,competitions-view?id=377,Dicy Ann Saylor,1988,04/05/2014,USAPL Georgia Spring Open,1.,R-O,-60,59.60,122.5,,,60,,,135,,,317.5,355.82
Dicy Ann Saylor,competitions-view?id=510,Dicy Ann Saylor,1988,08/10/2013,Powerlifting for Pups,-,R-O,-67.5,64.80,,,,25,,,,,,25,26.29
Dicy Ann Saylor,competitions-view?id=511,Dicy Ann Saylor,1988,01/01/2013,2013 USAPL Bench Press Nationals,-,R-O,-67.5,61.30,,,,52.5,,,,,,52.5,57.57
Elizabeth Picardi,competitions-view?id=1354,Elizabeth Picardi,1990,10/13/2016,Raw Nationals 2016,10.,R-O,-57,55.87,115,-125,125,70,-75,75,145,152.5,160,360,424.37
Elizabeth Picardi,competitions-view?id=1300,Elizabeth Picardi,1990,08/13/2016,Juggernaut Summer Showdown,2.,R-O,-57,56.20,115,122.5,130,70,75,77.5,140,147.5,155,362.5,425.32
Elizabeth Picardi,competitions-view?id=1290,Elizabeth Picardi,1990,04/16/2016,2016 California State Championships,3.,R-O,-57,56.30,107.5,115,120,65,70,-72.5,140,147.5,150,340,398.38
Elizabeth Picardi,competitions-view?id=992,Elizabeth Picardi,1990,10/15/2015,2015 Raw Nationals,11.,R-O,-52,51.20,102.5,-107.5,-107.5,60,-62.5,-62.5,125,132.5,-137.5,295,372.17
Elizabeth Picardi,competitions-view?id=733,Elizabeth Picardi,1990,11/08/2014,Big Sky Raw Powerlifting Championships,1.,R-JR,-52,48.80,88.5,,,54.4,,,120.2,,,263.1,344.21
Emily Gardner,competitions-view?id=1354,Emily Gardner,2000,10/13/2016,Raw Nationals 2016,11.,R-O,-57,55.64,127.5,-135,137.5,75,80,-82.5,127.5,135,-137.5,352.5,416.87
Emily Gardner,competitions-view?id=1260,Emily Gardner,2000,06/18/2016,IPF Classic Worlds,1.,R-T,-57,55.30,127.5,133,138,72.5,77.5,-80,120,127.5,132.5,348,413.53
Emily Gardner,competitions-view?id=1188,Emily Gardner,2000,04/09/2016,Texas State Championships,1.,R-O,-57,55.10,125,132.5,137.5,67.5,75,77.5,125,132.5,-137.5,347.5,414.08
Emily Gardner,competitions-view?id=992,Emily Gardner,2000,10/15/2015,2015 Raw Nationals,2.,R-T1,-57,54.80,122.5,-130,130,67.5,72.5,-75,120,-127.5,-127.5,322.5,385.94
Emily Gardner,competitions-view?id=858,Emily Gardner,2000,06/05/2015,2015 IPF Classic (Raw) Worlds,1.,R-T2,-57,55.80,115,122.5,127.5,65,70,72.5,115,122.5,-127.5,322.5,380.52
Emily Gardner,competitions-view?id=841,Emily Gardner,2000,04/25/2015,2015 USAPL Texas State Championships,1.,R-O,-57,56.40,110,115,120,65,70,-75,112.5,120,125,315,368.58
Emily Gardner,competitions-view?id=746,Emily Gardner,2000,11/22/2014,2014 Longhorn Open,1.,R-T1,-56,54.20,,,,67.5,,,,,,67.5,81.48
Emily Gardner,competitions-view?id=860,Emily Gardner,2000,07/17/2014,2014 Raw Nationals,1.,R-T1,-57,55.60,85,95,102.5,55,60,65,82.5,90,97.5,265,313.55
Emily Gardner,competitions-view?id=388,Emily Gardner,2000,04/26/2014,2014 USAPL Texas State Championships,1.,R-T1,-56,55.40,105,,,65,,,102.5,,,272.5,323.35
Emily Gardner,competitions-view?id=538,Emily Gardner,2000,01/01/2013,Longhorn Open Powerlifting Championships,-,R-Y,-56,53.90,102.5,,,63,,,92.5,,,258,312.77
Emily Gardner,competitions-view?id=474,Emily Gardner,2000,01/01/2013,2013 USAPL Texas State Championships - 20 Apr,-,R-Y,-56,53.90,87.5,,,52.5,,,87.5,,,227.5,275.80
Megan John,competitions-view?id=1354,Megan John,1979,10/13/2016,Raw Nationals 2016,13.,R-O,-57,55.42,125,130,132.5,-65,65,70,135,-147.5,147.5,350,415.17
Megan John,competitions-view?id=1297,Megan John,1979,07/30/2016,Rocky Mountain State Games,1.,R-O,-57,55.20,125,130,135,65,70,-75,132.5,142.5,-150,347.5,413.53
Mildred Hernandez,competitions-view?id=1354,Mildred Hernandez,1989,10/13/2016,Raw Nationals 2016,14.,R-O,-57,54.44,125,130,132.5,57.5,62.5,65,137.5,142.5,147.5,345,415.00
Mildred Hernandez,competitions-view?id=1290,Mildred Hernandez,1989,04/16/2016,2016 California State Championships,4.,R-O,-57,54.70,117.5,125,127.5,55,60,65,130,140,145,337.5,404.49
Lauren Quinones,competitions-view?id=1354,Lauren Quinones,1991,10/13/2016,Raw Nationals 2016,15.,R-O,-57,55.84,110,120,125,60,65,-67.5,142.5,147.5,152.5,342.5,403.88
Lauren Quinones,competitions-view?id=1291,Lauren Quinones,1991,07/23/2016,5th Annual Central Florida Powerlifting Championships,1.,R-O,-57,56.20,102.5,105,110,62.5,-65,65,137.5,-142.5,142.5,317.5,372.52
Lauren Quinones,competitions-view?id=1114,Lauren Quinones,1991,02/20/2016,USA Powerlifting Alabama State Championships,1.,R-MI,-57,56.20,-112.5,-112.5,-112.5,-55,-55,55,125,135,140,0,0.00
Jennifer Varano,competitions-view?id=1354,Jennifer Varano,1981,10/13/2016,Raw Nationals 2016,16.,R-O,-57,55.42,110,117.5,120,75,80,-82.5,122.5,132.5,140,340,403.31
Jennifer Varano,competitions-view?id=1264,Jennifer Varano,1981,07/09/2016,Liberty Games,1.,R-O,-57,56.40,110,115,120,70,75,-80,122.5,130,-135,325,380.28
Jennifer Varano,competitions-view?id=1155,Jennifer Varano,1981,03/19/2016,USA Powerlifting Pennsylvania States Championships,1.,R-O,-63,59.30,107.5,115,-122.5,70,75,-80,125,132.5,135,325,365.66
Jennifer Varano,competitions-view?id=992,Jennifer Varano,1981,10/15/2015,2015 Raw Nationals,24.,R-O,-63,60.30,105,112.5,117.5,72.5,77.5,82.5,122.5,130,135,335,372.05
Jennifer Varano,competitions-view?id=1281,Jennifer Varano,1981,07/18/2015,Gym and TLS Raw Challenge,1.,R-O,-63,59.60,105,110,115,72.5,77.5,80,115,125,132.5,327.5,367.03
Jennifer Varano,competitions-view?id=761,Jennifer Varano,1981,01/25/2015,Northeast Iron Beast Winter Classic II,2.,R-O,-63,57.20,112.5,,,75,,,125,,,312.5,361.63
Helena Wu,competitions-view?id=1354,Helena Wu,1998,10/13/2016,Raw Nationals 2016,3.,R-T2,-57,52.74,95,102.5,107.5,57.5,60,-62.5,157.5,167.5,-172.5,335,413.09
Helena Wu,competitions-view?id=1247,Helena Wu,1998,06/05/2016,New Jersey Summer Classic,3.,R-O,-57,53.80,87.5,92.5,95,52.5,57.5,-60,142.5,152.5,160,312.5,379.41
Vanessa Shannon,competitions-view?id=1354,Vanessa Shannon,1984,10/13/2016,Raw Nationals 2016,18.,R-O,-57,56.14,92.5,97.5,102.5,60,67.5,70,142.5,152.5,162.5,335,393.39
Vanessa Shannon,competitions-view?id=1199,Vanessa Shannon,1984,04/30/2016,32nd Alaska State Championship,1.,R-O,-57,57.00,87.5,95,100,-57.5,65,-70,140,152.5,160,325,377.13
Vanessa Shannon,competitions-view?id=1024,Vanessa Shannon,1984,12/05/2015,West Coast Regionals,2.,R-O,-57,56.20,82.5,97.5,100,60,65,-67.5,137.5,142.5,147.5,312.5,366.66
Vanessa Shannon,competitions-view?id=945,Vanessa Shannon,1984,09/26/2015,3rd Top of the World Powerlifting Challenge,1.,R-O,-57,56.50,-75,75,80,55,57.5,62.5,137.5,145,-152.5,287.5,335.92
Vanessa Shannon,competitions-view?id=763,Vanessa Shannon,1984,02/07/2015,2nd Frostbite Classic,1.,R-O,-57,55.90,90,,,60,,,142.5,,,292.5,344.65
Vanessa Shannon,competitions-view?id=385,Vanessa Shannon,1984,04/26/2014,Alaska State Championship,2.,R-O,-60,56.90,87.5,,,55,,,135,,,277.5,322.46
Donna Marie Bareng,competitions-view?id=1354,Donna Marie Bareng,1981,10/13/2016,Raw Nationals 2016,19.,R-O,-57,54.72,110,117.5,122.5,67.5,72.5,-77.5,132.5,137.5,-142.5,332.5,398.37
Nicole Wright,competitions-view?id=1354,Nicole Wright,1987,10/13/2016,Raw Nationals 2016,20.,R-O,-57,56.80,107.5,-117.5,117.5,-65,65,70,125,137.5,145,332.5,386.90
