Name,Link,Name,YOB,Date,Competition,Placing,Division,Weightclass,Weight,Squat1,Squat2,Squat3,Bench press1,Bench press2,Bench press3,Deadlift1,Deadlift2,Deadlift3,Total,Points
Renee Frohnert,competitions-view?id=992,Renee Frohnert,1993,10/15/2015,2015 Raw Nationals,47.,R-O,-63,62.00,92.5,97.5,-102.5,60,62.5,-67.5,95,102.5,112.5,272.5,296.23
Renee Frohnert,competitions-view?id=742,Renee Frohnert,1993,11/22/2014,2014 Stars and Stripes Squat- BP and DL Championships,1.,R-JR,-56,54.80,,,,,,,115,,,115,137.62
Renee Frohnert,competitions-view?id=532,Renee Frohnert,1993,12/07/2013,2013 American Open,-,R-JR,-60,58.40,77.5,,,55,,,110,,,242.5,276.11
Marisa Lara,competitions-view?id=992,Marisa Lara,1994,10/15/2015,2015 Raw Nationals,48.,R-O,-63,62.40,75,82.5,90,50,-55,-55,120,125,132.5,272.5,294.79
Marisa Lara,competitions-view?id=781,Marisa Lara,1994,02/28/2015,Central PA Invitational,1.,R-JR,-72,69.50,81.6,,,65.8,,,122.5,,,269.9,269.85
Meaghan McCoy,competitions-view?id=992,Meaghan McCoy,1990,10/15/2015,2015 Raw Nationals,49.,R-O,-63,57.90,82.5,90,-95,47.5,50,-52.5,100,110,117.5,257.5,295.17
Meaghan McCoy,competitions-view?id=771,Meaghan McCoy,1990,02/21/2015,USAPL CONNECTICUT NATURALLY HARDCORE CLASSIC,2.,R-O,-63,58.90,80,,,45,,,107.5,,,232.5,262.96
Rupa Bhattacharya,competitions-view?id=992,Rupa Bhattacharya,1981,10/15/2015,2015 Raw Nationals,50.,R-O,-63,61.30,90,97.5,-105,40,42.5,-45,110,117.5,-125,257.5,282.37
Rupa Bhattacharya,competitions-view?id=752,Rupa Bhattacharya,1981,12/12/2014,American Open,8.,R-O,-72,66.50,97.5,,,42.5,,,125,,,265,273.40
Rupa Bhattacharya,competitions-view?id=575,Rupa Bhattacharya,1981,01/01/2012,29th Annual USAPL New Jersey State Open Powerlifting Championships,-,R-O,-82.5,80.00,82.5,,,,,,92.5,,,175,160.13
Cathleen Lavelle,competitions-view?id=992,Cathleen Lavelle,1986,10/15/2015,2015 Raw Nationals,51.,R-O,-63,59.90,72.5,-77.5,80,35,37.5,40,120,127.5,135,255,284.66
Cathleen Lavelle,competitions-view?id=894,Cathleen Lavelle,1986,07/18/2015,CA State Games Powerlifting,5.,R-O,-63,60.10,70,75,80,35,37.5,-40,122.5,130,-137.5,247.5,275.57
Cathleen Lavelle,competitions-view?id=738,Cathleen Lavelle,1986,11/08/2014,2014 CA Fall Classic,3.,R-O,-67.5,61.30,75,,,35,,,100,,,210,230.29
Deirdre Orem,competitions-view?id=992,Deirdre Orem,0000,10/15/2015,2015 Raw Nationals,52.,R-O,-63,62.80,92.5,-97.5,-97.5,50,55,-62.5,92.5,97.5,-105,245,263.74
Chelsey D'Antonio,competitions-view?id=992,Chelsey D'Antonio,1990,10/15/2015,2015 Raw Nationals,53.,R-O,-63,62.10,75,80,85,50,-55,-55,95,102.5,105,240,260.59
Chelsey D'Antonio,competitions-view?id=817,Chelsey D'Antonio,1990,04/18/2015,PA State Championships,3.,R-O,-63,62.10,72.5,80,-85,42.5,47.5,-52.5,107.5,115,-125,242.5,263.31
Jelyn Frye,competitions-view?id=992,Jelyn Frye,1988,10/15/2015,2015 Raw Nationals,54.,R-O,-63,62.70,80,85,-92.5,47.5,-55,-55,102.5,-110,-110,235,253.31
Jelyn Frye,competitions-view?id=926,Jelyn Frye,1988,09/12/2015,SBWC Raw Open Powerlifting Fall Classic 2015,5.,R-O,-63,62.20,80,85,90,45,50,52.5,97.5,102.5,110,252.5,273.81
Jelyn Frye,competitions-view?id=888,Jelyn Frye,1988,08/01/2015,New Jersey State Championships,7.,R-O,-63,62.50,-70,77.5,82.5,45,-50,-50,97.5,107.5,-115,235,253.92
Jelyn Frye,competitions-view?id=817,Jelyn Frye,1988,04/18/2015,PA State Championships,4.,R-O,-63,62.40,70,-80,-80,37.5,45,-50,70,82.5,92.5,207.5,224.47
Kimberly Walford,competitions-view?id=992,Kimberly Walford,1978,10/15/2015,2015 Raw Nationals,1.,R-O,-72,68.90,175,180,-187,105,112.5,,225,235,-243,527.5,530.61
Kimberly Walford,competitions-view?id=1255,Kimberly Walford,1978,09/25/2015,Arnold Classic Europe,1.,R-O,-72,69.03,,,182.5,,,115,,,242.5,540,542.43
Kimberly Walford,competitions-view?id=858,Kimberly Walford,1978,06/05/2015,2015 IPF Classic (Raw) Worlds,1.,R-O,-72,69.00,-175,175,-187.5,105,110,112.5,222.5,235,240.5,528,530.53
Kimberly Walford,competitions-view?id=860,Kimberly Walford,1978,07/17/2014,2014 Raw Nationals,1.,R-O,-72,66.50,160,170,180,100,105,107.5,-215,215,-233,502.5,518.43
Kimberly Walford,competitions-view?id=405,Kimberly Walford,1978,06/01/2014,IPF Raw Worlds 2014 - Potchefstroom- South Africa,1.,R-O,-72,65.30,172.5,,,107.5,,,230,,,510,533.21
Kimberly Walford,competitions-view?id=495,Kimberly Walford,1978,11/06/2013,IPF Classic World Men's Championships- Russia/ Suzdal,-,R-O,-67.5,62.25,157.5,,,97.5,,,212.5,,,467.5,506.68
Kimberly Walford,competitions-view?id=500,Kimberly Walford,1978,07/19/2013,2013 Raw Nationals,1.,R-O,-72,63.60,152.5,,,92.5,,,230,,,475,506.49
Kimberly Walford,competitions-view?id=616,Kimberly Walford,1978,08/03/2012,RAW NATIONALS,-,R-O,-72,65.10,155,,,105,,,225,,,485,508.23
Kimberly Walford,competitions-view?id=639,Kimberly Walford,1978,01/01/2012,WMN WORLD CLASSIC CUP,-,R-O,-67.5,61.65,142.5,,,105,,,220.5,,,468,510.96
Chelsea Savit,competitions-view?id=992,Chelsea Savit,1991,10/15/2015,2015 Raw Nationals,2.,R-O,-72,71.80,155,162.5,170,110,115,-116,180,190,-200,475,464.50
Chelsea Savit,competitions-view?id=921,Chelsea Savit,1991,08/29/2015,USAPL Bench Press Nationals,2.,R-O,-84,74.00,,,,110,115,-118.5,,,,115,110.25
Chelsea Savit,competitions-view?id=847,Chelsea Savit,1991,03/06/2015,2015 Arnold - Pro Raw Challenge,1.,R-O,-72,71.20,142.5,152.5,157.5,100,105,110,175,187.5,-192.5,455,447.45
Chelsea Savit,competitions-view?id=750,Chelsea Savit,1991,12/13/2014,2014 Holiday Classic,1.,R-O,-75,72.30,157.5,,,100,,,187.5,,,445,433.16
Chelsea Savit,competitions-view?id=860,Chelsea Savit,1991,07/17/2014,2014 Raw Nationals,4.,R-O,-72,70.40,135,148,152.5,85,92.5,95,155,170,-182.5,417.5,413.74
Chelsea Savit,competitions-view?id=357,Chelsea Savit,1991,02/28/2014,Arnold 2014-Raw Challenge,1.,R-JR,-72,71.60,145,,,92.5,,,170,,,407.5,399.23
Chelsea Savit,competitions-view?id=500,Chelsea Savit,1991,07/19/2013,2013 Raw Nationals,2.,R-O,-72,70.50,127.5,,,82.5,,,173,,,383,379.17
Laura Radecki,competitions-view?id=992,Laura Radecki,1989,10/15/2015,2015 Raw Nationals,3.,R-O,-72,70.50,150,160,165,82.5,87.5,90,175,185,187.5,442.5,438.08
Laura Radecki,competitions-view?id=1055,Laura Radecki,1989,07/12/2015,2015 USAPL Ohio State Championships,1.,R-O,-72,69.30,142.5,152.5,-157.5,80,85,-90,172.5,182.5,-187.5,420,420.76
Laura Radecki,competitions-view?id=730,Laura Radecki,1989,11/01/2014,Michigan State PL & BP Championships,1.,R-O,-75,72.10,157.5,,,85,,,182.5,,,425,414.42
Laura Radecki,competitions-view?id=476,Laura Radecki,1989,04/13/2013,2013 Battle of the Great Lakes,-,R-O,-75,75.00,138.3,,,79.4,,,163.3,,,381,362.18
Laura Radecki,competitions-view?id=449,Laura Radecki,1989,02/16/2013,"USAPL ""No Frills"" Meet",-,R-JR,-82.5,80.40,133.8,,,83.9,,,163.3,,,381,347.68
Laura Radecki,competitions-view?id=493,Laura Radecki,1989,01/01/2013,4th Annual Push/Pull Meet - 5/25/13,-,R-JR,-75,74.20,,,,84.8,,,167.4,,,252.2,241.38
Rori Alter,competitions-view?id=992,Rori Alter,1987,10/15/2015,2015 Raw Nationals,4.,R-O,-72,70.10,137.5,147.5,152.5,92.5,97.5,102.5,167.5,177.5,185,440,437.32
Rori Alter,competitions-view?id=1174,Rori Alter,1987,08/15/2015,2015 USAPL Limitless Championship,1.,R-O,-63,62.80,112.5,130,137.5,75,87.5,92.5,142.5,165,175,405,435.98
Rori Alter,competitions-view?id=908,Rori Alter,1987,06/28/2015,SBWC Summer Invitational 2015,1.,R-O,-72,65.50,130,137.5,142.5,87.5,95,,167.5,172.5,177.5,415,432.93
Rori Alter,competitions-view?id=847,Rori Alter,1987,03/06/2015,2015 Arnold - Pro Raw Challenge,3.,R-O,-72,70.20,135,145,150,90,95,100,165,175,182.5,432.5,429.43
Rori Alter,competitions-view?id=860,Rori Alter,1987,07/17/2014,2014 Raw Nationals,5.,R-O,-72,69.10,130,135,140,82.5,87.5,90,170,180,182.5,412.5,414.07
Alexis Sweeney,competitions-view?id=992,Alexis Sweeney,1988,10/15/2015,2015 Raw Nationals,5.,R-O,-72,67.70,142.5,152.5,157.5,85,90,-92.5,157.5,167.5,175,422.5,430.32
Alexis Sweeney,competitions-view?id=888,Alexis Sweeney,1988,08/01/2015,New Jersey State Championships,1.,R-O,-72,66.70,-142.5,-147.5,147.5,82.5,85,87.5,145,155,165,400,411.76
Emily House,competitions-view?id=992,Emily House,1989,10/15/2015,2015 Raw Nationals,6.,R-O,-72,68.70,117.5,125,132.5,90,95,100,167.5,180,187.5,420,423.32
Emily House,competitions-view?id=886,Emily House,1989,08/08/2015,Powerlifting For Pups,2.,R-O,-72,68.40,117.5,-125,125,85,90,95,157.5,167.5,177.5,397.5,401.87
Maya Camille Winters,competitions-view?id=992,Maya Camille Winters,0000,10/15/2015,2015 Raw Nationals,8.,R-O,-72,70.50,127.5,130,132.5,87.5,-92.5,-92.5,180,-190,,400,396.00
Maya Camille Winters,competitions-view?id=1281,Maya Camille Winters,0000,07/18/2015,Gym and TLS Raw Challenge,1.,R-O,-72,71.60,125,140,-145,87.5,-95,-95,185,-190,,412.5,404.13
Jaclyn Galligan,competitions-view?id=992,Jaclyn Galligan,1983,10/15/2015,2015 Raw Nationals,9.,R-O,-72,70.90,147.5,-157.5,-157.5,77.5,82.5,90,150,157.5,-165,395,389.55
Jaclyn Galligan,competitions-view?id=879,Jaclyn Galligan,1983,08/22/2015,New England Open,1.,R-O,-72,71.40,142.5,152.5,75,,82.5,-87.5,147.5,157.5,162.5,397.5,390.15
Jaclyn Galligan,competitions-view?id=847,Jaclyn Galligan,1983,03/06/2015,2015 Arnold - Pro Raw Challenge,7.,R-O,-72,70.40,135,137.5,155,77.5,-85,87.5,147.5,-160,-160,390,386.49
Jaclyn Galligan,competitions-view?id=754,Jaclyn Galligan,1983,11/22/2014,2014 New England Open PL Championships,1.,R-O,-75,73.20,145,,,87.5,,,157.5,,,390,376.55
Jaclyn Galligan,competitions-view?id=860,Jaclyn Galligan,1983,07/17/2014,2014 Raw Nationals,10.,R-O,-72,70.00,127.5,137.5,142.5,67.5,77.5,-85,-140,140,152.5,372.5,370.56
Jaclyn Galligan,competitions-view?id=378,Jaclyn Galligan,1983,02/22/2014,Winter Classic,1.,R-O,-75,72.80,135,,,75,,,147.5,,,357.5,346.38
Jaclyn Galligan,competitions-view?id=365,Jaclyn Galligan,1983,01/11/2014,New England Open,1.,R-O,-75,73.20,127.5,,,67.5,,,142.5,,,337.5,325.86
Karen Gue,competitions-view?id=992,Karen Gue,1983,10/15/2015,2015 Raw Nationals,10.,R-O,-72,69.40,150,-157.5,-157.5,72.5,75,80,150,157.5,160,390,390.31
Karen Gue,competitions-view?id=1612,Karen Gue,1983,04/11/2015,2015 Equinox Open,1.,R-O,-72,71.50,137.5,145,150,75,-77.5,-77.5,137.5,142.5,147.5,372.5,365.27
Karen Gue,competitions-view?id=731,Karen Gue,1983,11/01/2014,2014 Maryland State Powerlifting Championship,4.,R-O,-75,72.00,117.5,,,72.5,,,120,,,310,302.56
Lauren Harris,competitions-view?id=992,Lauren Harris,1981,10/15/2015,2015 Raw Nationals,11.,R-O,-72,70.70,130,137.5,-140,-65,65,-67.5,175,185,187.5,390,385.36
Lauren Harris,competitions-view?id=865,Lauren Harris,1981,04/25/2015,2015 NE State Championship & Midwest Open,1.,R-O,-72,70.90,130,137.5,-142.5,62.5,65,67.5,175,182.5,-190,387.5,382.15
Lauren Harris,competitions-view?id=401,Lauren Harris,1981,01/25/2014,2014 NE USAPL Capital City Clash,1.,R-O,-75,71.00,125,,,65,,,175,,,365,359.60
Lauren Harris,competitions-view?id=478,Lauren Harris,1981,01/01/2013,Nebraska State Championship-4/27/13,-,R-O,-67.5,65.00,120,,70,67.5,,45,170,,92.5,357.5,375.05
Lauren Harris,competitions-view?id=438,Lauren Harris,1981,01/01/2013,Capital City Clash Championships,-,R-O,-67.5,67.10,117.5,,,60,,,162.5,,,340,348.50
Staci Ardison,competitions-view?id=992,Staci Ardison,0000,10/15/2015,2015 Raw Nationals,13.,R-O,-72,69.70,115,122.5,-125,75,80,-82.5,160,172.5,185,387.5,386.65
Amy Tomasko,competitions-view?id=992,Amy Tomasko,1988,10/15/2015,2015 Raw Nationals,14.,R-O,-72,70.30,142.5,152.5,160,70,72.5,77.5,147.5,-157.5,-162.5,385,381.88
Amy Tomasko,competitions-view?id=742,Amy Tomasko,1988,11/22/2014,2014 Stars and Stripes Squat- BP and DL Championships,1.,R-O,-67.5,66.00,135,,,67.5,,,137.5,,,340,352.72
Amy Tomasko,competitions-view?id=860,Amy Tomasko,1988,07/17/2014,2014 Raw Nationals,16.,R-O,-72,63.40,122.5,132.5,137.5,62.5,67.5,-70,130,140,145,350,374.08
Amy Tomasko,competitions-view?id=339,Amy Tomasko,1988,05/17/2014,2014 Pennsylvania State Powerlifting Championships,1.,R-O,-67.5,67.50,129.3,,,70.3,,,147.4,,,347,354.15
Amy Tomasko,competitions-view?id=488,Amy Tomasko,1988,01/01/2013,PA Single Lift State BP/DL Championships - 5/18/13,-,R-O,-60,60.00,,,,,,,145.2,,,145.2,161.88
Devon Edkins,competitions-view?id=992,Devon Edkins,0000,10/15/2015,2015 Raw Nationals,15.,R-O,-72,71.40,127.5,-137.5,140,-82.5,82.5,-85,147.5,155,162.5,385,377.88
Devon Edkins,competitions-view?id=1055,Devon Edkins,0000,07/12/2015,2015 USAPL Ohio State Championships,2.,R-O,-72,70.30,-127.5,132.5,137.5,80,85,-87.5,142.5,152.5,160,382.5,379.40
Karina Baymiller,competitions-view?id=992,Karina Baymiller,1988,10/15/2015,2015 Raw Nationals,16.,R-O,-72,71.50,127.5,135,142.5,72.5,77.5,-82.5,145,152.5,160,380,372.63
Karina Baymiller,competitions-view?id=871,Karina Baymiller,1988,08/29/2015,Music City Open,1.,R-O,-84,73.50,127.5,135,142.5,75,80,-85,142.5,150,157.5,380,365.90
Karina Baymiller,competitions-view?id=735,Karina Baymiller,1988,11/08/2014,USAPL 2014 Ohio State PL Championships,3.,R-O,-75,73.30,,,,70,,,145,,,215,207.39
Paige Semenza,competitions-view?id=992,Paige Semenza,1991,10/15/2015,2015 Raw Nationals,18.,R-O,-72,64.70,115,125,135,70,77.5,-85,132.5,147.5,162.5,375,394.76
Paige Semenza,competitions-view?id=817,Paige Semenza,1991,04/18/2015,PA State Championships,1.,R-O,-72,63.30,102.5,110,120,57.5,62.5,70,107.5,120,132.5,322.5,345.11
Kathryn Mazza,competitions-view?id=992,Kathryn Mazza,1990,10/15/2015,2015 Raw Nationals,19.,R-O,-72,69.40,132.5,142.5,-147.5,80,82.5,-85,140,145,150,375,375.30
Kathryn Mazza,competitions-view?id=741,Kathryn Mazza,1990,10/11/2014,Penn State Iron Lion Meet,1.,R-JR,-75,69.90,136.1,,,79.4,,,136.1,,,351.5,350.06
Jessica Evans,competitions-view?id=992,Jessica Evans,1987,10/15/2015,2015 Raw Nationals,20.,R-O,-72,71.20,140,147.5,152.5,55,60,65,145,152.5,-157.5,370,363.86
Jessica Evans,competitions-view?id=909,Jessica Evans,1987,06/20/2015,2015 USAPL MO State/Midwest Open,3.,R-O,-72,70.10,132.5,140,145,60,65,70,142.5,150,155,370,367.74
Jessica Evans,competitions-view?id=860,Jessica Evans,1987,07/17/2014,2014 Raw Nationals,18.,R-O,-72,67.40,125,135,-142.5,57.5,62.5,65,130,140,-145,340,347.38
Jessica Evans,competitions-view?id=460,Jessica Evans,1987,01/01/2013,2013 MO ST/OZARK - 3/23/2013,-,R-O,-67.5,60.70,122.5,,,52.5,,,115,,,290,320.42
Leah Cook,competitions-view?id=992,Leah Cook,1987,10/15/2015,2015 Raw Nationals,21.,R-O,-72,67.20,107.5,120,130,65,67.5,70,132.5,150,162.5,362.5,371.16
Leah Cook,competitions-view?id=901,Leah Cook,1987,07/11/2015,Liberty Games,1.,R-O,-63,62.00,107.5,112.5,117.5,60,62.5,65,135,147.5,157.5,340,369.61
Jordan Robelot,competitions-view?id=992,Jordan Robelot,1991,10/15/2015,2015 Raw Nationals,22.,R-O,-72,71.70,137.5,-145,-145,82.5,-87.5,-87.5,130,137.5,-140,357.5,349.92
Jordan Robelot,competitions-view?id=921,Jordan Robelot,1991,08/29/2015,USAPL Bench Press Nationals,2.,R-O,-72,71.10,,,,80,85,-87.5,,,,85,83.67
Jordan Robelot,competitions-view?id=759,Jordan Robelot,1991,01/10/2015,2015 LOUISIANA STATE POWERLIFTING CHAMPIONSHIP,3.,R-O,-72,68.20,122.5,,,75,,,132.5,,,330,334.32
Jordan Robelot,competitions-view?id=363,Jordan Robelot,1991,01/18/2014,LOUISIANA STATE POWERLIFTING CHAMPIONSHIP,2.,R-JR,-75,70.40,124.7,,,68,,,120.2,,,312.9,310.08
Dana Zilber Varrone,competitions-view?id=992,Dana Zilber Varrone,0000,10/15/2015,2015 Raw Nationals,23.,R-O,-72,70.40,122.5,132.5,-137.5,70,75,-77.5,130,140,147.5,355,351.81
Lydia Mele,competitions-view?id=992,Lydia Mele,1998,10/15/2015,2015 Raw Nationals,24.,R-O,-72,70.60,-120,120,-125,70,75,-77.5,140,155,157.5,352.5,348.62
Lydia Mele,competitions-view?id=793,Lydia Mele,1998,03/21/2015,Battle on the Border IX,2.,R-T2,-84,73.20,130,,,75,,,150,,,355,342.75
Lydia Mele,competitions-view?id=728,Lydia Mele,1998,10/25/2014,2014 GA & Southern States BP & PL Championships,1.,R-T2,-75,74.30,125,,,70,,,145,,,340,325.14
Lydia Mele,competitions-view?id=860,Lydia Mele,1998,07/17/2014,2014 Raw Nationals,1.,R-T2,-72,71.50,115,-122.5,-122.5,60,65,-67.5,130,137.5,-142.5,317.5,311.34
Lydia Mele,competitions-view?id=405,Lydia Mele,1998,06/01/2014,IPF Raw Worlds 2014 - Potchefstroom- South Africa,1.,R-T2,-72,71.40,120,,,65,,,137.5,,,322.5,316.53
Lydia Mele,competitions-view?id=375,Lydia Mele,1998,01/25/2014,USAPL GA Winter Classic & Single Ply Invitational,1.,R-T1,-75,74.40,115,,,62.5,,,127.5,,,305,291.43
Lydia Mele,competitions-view?id=527,Lydia Mele,1998,11/09/2013,2013 USAPL Georgia & Southern States,-,R-T1,-67.5,67.20,107.5,,,56,,,122.5,,,286,292.84
Lydia Mele,competitions-view?id=500,Lydia Mele,1998,07/19/2013,2013 Raw Nationals,18.,R-O,-72,70.30,105,,,55,,,125,,,285,282.69
Lydia Mele,competitions-view?id=479,Lydia Mele,1998,04/27/2013,S.E HS State Wars,-,R-T1,-67.5,66.90,102.5,,,50,,,115,,,267.5,274.78
Lydia Mele,competitions-view?id=458,Lydia Mele,1998,03/09/2013,USAPL Georgia High School State Championships,-,R-T1,-75,68.20,95,,,52.5,,,115,,,262.5,265.94
Lydia Mele,competitions-view?id=553,Lydia Mele,1998,12/01/2012,2012 American Open,-,R-T1,-67.5,67.20,97.5,,,47.5,,,120,,,265,271.33
Lydia Mele,competitions-view?id=557,Lydia Mele,1998,10/06/2012,2012 Georgia & Southern States,-,R-T1,-67.5,67.10,87.5,,,42.5,,,108,,,238,243.95
Vanessa Berger,competitions-view?id=992,Vanessa Berger,1989,10/15/2015,2015 Raw Nationals,27.,R-O,-72,68.00,112.5,125,-130,65,70,-75,-147.5,150,-167.5,345,350.28
Vanessa Berger,competitions-view?id=981,Vanessa Berger,1989,05/23/2015,Idaho Raw Classic,3.,R-O,-72,69.20,108.9,-120.2,-120.2,65.8,68,70.3,140.6,145.2,-154.2,324.4,325.31
Kelly Miller,competitions-view?id=992,Kelly Miller,1982,10/15/2015,2015 Raw Nationals,28.,R-O,-72,70.20,130,140,-145,60,62.5,-65,130,142.5,-152.5,345,342.55
Kelly Miller,competitions-view?id=894,Kelly Miller,1982,07/18/2015,CA State Games Powerlifting,2.,R-O,-72,70.60,132.5,142.5,145,57.5,,,147.5,155,-162.5,357.5,353.57
Kelly Miller,competitions-view?id=807,Kelly Miller,1982,04/11/2015,2015 CA State Championship,1.,R-O,-84,74.00,142.5,,,62.5,,,152.5,,,357.5,342.74
Kelly Miller,competitions-view?id=860,Kelly Miller,1982,07/17/2014,2014 Raw Nationals,22.,R-O,-72,70.40,107.5,112.5,117.5,62.5,67.5,70,130,137.5,142.5,330,327.03
Kelly Miller,competitions-view?id=377,Kelly Miller,1982,04/05/2014,USAPL Georgia Spring Open,1.,R-O,-75,73.40,112.5,,,65,,,137.5,,,315,303.60
Lyn Pendley,competitions-view?id=992,Lyn Pendley,0000,10/15/2015,2015 Raw Nationals,30.,R-O,-72,70.40,-105,110,-120,67.5,72.5,-77.5,140,147.5,155,337.5,334.46
TerriAnn Sgarlata,competitions-view?id=992,TerriAnn Sgarlata,1981,10/15/2015,2015 Raw Nationals,31.,R-O,-72,71.20,112.5,120,-122.5,60,65,67.5,147.5,-155,-155,335,329.44
TerriAnn Sgarlata,competitions-view?id=888,TerriAnn Sgarlata,1981,08/01/2015,New Jersey State Championships,2.,R-O,-72,71.20,102.5,112.5,120,55,62.5,-67.5,135,150,157.5,340,334.36
Isha Tohill,competitions-view?id=992,Isha Tohill,1986,10/15/2015,2015 Raw Nationals,34.,R-O,-72,69.90,117.5,-130,130,62.5,67.5,-72.5,120,130,-132.5,327.5,326.12
Isha Tohill,competitions-view?id=752,Isha Tohill,1986,12/12/2014,American Open,2.,R-O,-72,70.90,117.5,,,67.5,,,142.5,,,327.5,322.98
Lauren Jackson,competitions-view?id=992,Lauren Jackson,1991,10/15/2015,2015 Raw Nationals,35.,R-O,-72,71.70,100,107.5,112.5,60,62.5,65,132.5,142.5,150,327.5,320.56
Lauren Jackson,competitions-view?id=878,Lauren Jackson,1991,08/22/2015,Wolf Open,3.,R-O,-72,71.60,106.6,108.9,-117.9,63.5,65.8,68,147.4,-152,152,328.9,322.17
Lauren Jackson,competitions-view?id=762,Lauren Jackson,1991,01/17/2015,WI State Open '15,1.,R-JR,-72,70.40,127,,,68,,,161,,,356,352.80
Lauren Jackson,competitions-view?id=721,Lauren Jackson,1991,09/27/2014,Kalamazoo Klassic II,2.,R-JR,-67.5,67.30,117.5,,,62.5,,,155,,,335,342.64
Ashley Bogan,competitions-view?id=992,Ashley Bogan,1995,10/15/2015,2015 Raw Nationals,36.,R-O,-72,66.20,102.5,112.5,120,55,60,-65,127.5,137.5,145,325,336.41
Ashley Bogan,competitions-view?id=1055,Ashley Bogan,1995,07/12/2015,2015 USAPL Ohio State Championships,5.,R-O,-72,64.40,92.5,102.5,107.5,52.5,57.5,-62.5,125,132.5,140,305,322.20
Ashley Bogan,competitions-view?id=905,Ashley Bogan,1995,05/16/2015,015 USAPL Pennsylvania State Bench Press and Deadlift,1.,R-T1,-72,66.50,92.5,97.5,102.5,50,52.5,57.5,117.5,122.5,132.5,292.5,301.77
Laurie Gooden,competitions-view?id=992,Laurie Gooden,1981,10/15/2015,2015 Raw Nationals,37.,R-O,-72,71.60,97.5,105,112.5,70,72.5,-80,-125,140,-147.5,325,318.40
Laurie Gooden,competitions-view?id=877,Laurie Gooden,1981,08/22/2015,2015 USAPL Future Summer Shakedown,1.,R-O,-84,76.00,70,77.5,82.5,65,70,72.5,115,120,,275,259.30
Laurie Gooden,competitions-view?id=354,Laurie Gooden,1981,02/28/2014,Arnold - Ohio Invitational Ironman,2.,R-O,-84,74.00,,,,80,,,142.5,,,222.5,213.31
Laurie Gooden,competitions-view?id=526,Laurie Gooden,1981,11/09/2013,2013 USAPL Ohio State Meet,-,R-O,-67.5,67.40,,,,72.5,,,122.5,,,195,199.23
Laurie Gooden,competitions-view?id=500,Laurie Gooden,1981,07/19/2013,2013 Raw Nationals,4.,R-O,-63,62.60,97.5,,,77.5,,,125,,,300,323.76
Laurie Gooden,competitions-view?id=476,Laurie Gooden,1981,04/13/2013,2013 Battle of the Great Lakes,-,R-O,-67.5,67.50,95.3,,,74.8,,,117.9,,,288,293.93
Meredith Rogers,competitions-view?id=992,Meredith Rogers,1986,10/15/2015,2015 Raw Nationals,38.,R-O,-72,68.20,92.5,100,105,72.5,77.5,80,130,135,-140,320,324.19
Meredith Rogers,competitions-view?id=879,Meredith Rogers,1986,08/22/2015,New England Open,4.,R-O,-72,68.90,90,95,70,,-72.5,72.5,122.5,130,137.5,305,306.80
Emily Zwilling,competitions-view?id=992,Emily Zwilling,1984,10/15/2015,2015 Raw Nationals,40.,R-O,-72,66.30,105,110,115,52.5,57.5,-60,125,137.5,145,317.5,328.26
Emily Zwilling,competitions-view?id=909,Emily Zwilling,1984,06/20/2015,2015 USAPL MO State/Midwest Open,5.,R-O,-63,62.90,100,107.5,-112.5,52.5,57.5,-60,125,132.5,142.5,307.5,330.65
Emily Zwilling,competitions-view?id=868,Emily Zwilling,1984,04/25/2015,2015 Illinois States and Great Rivers Open,1.,R-O,-63,62.90,95,102.5,110,50,55,57.5,117.5,127.5,137.5,305,327.97
Emily Zwilling,competitions-view?id=753,Emily Zwilling,1984,11/15/2014,2014 MO USAPL Rivers Edge,4.,R-O,-60,60.00,97.5,,,47.5,,,120,,,265,295.45
Emily Zwilling,competitions-view?id=398,Emily Zwilling,1984,05/17/2014,Illinois State/ Great Rivers Open,1.,R-O,-67.5,63.30,92.5,,,52.5,,,105,,,250,267.53
Chrystn Fisher,competitions-view?id=992,Chrystn Fisher,1978,10/15/2015,2015 Raw Nationals,42.,R-O,-72,69.60,102.5,110,-117.5,57.5,62.5,67.5,122.5,132.5,140,317.5,317.12
Chrystn Fisher,competitions-view?id=879,Chrystn Fisher,1978,08/22/2015,New England Open,3.,R-O,-72,67.80,-102.5,110,55,,60,-65,125,135,140,310,315.39
Chrystn Fisher,competitions-view?id=855,Chrystn Fisher,1978,05/30/2015,MA & RI Open State Championships,4.,R-O,-72,64.50,102.5,107.5,-65,57.5,62.5,,122.5,132.5,142.5,312.5,329.72
Chrystn Fisher,competitions-view?id=422,Chrystn Fisher,1978,08/16/2014,Newport Open,1.,R-O,-67.5,66.20,97.5,,,52.5,,,137.5,,,287.5,297.59
Vanessa Gale,competitions-view?id=992,Vanessa Gale,1988,10/15/2015,2015 Raw Nationals,43.,R-O,-72,64.40,102.5,112.5,117.5,55,60,-62.5,125,135,-140,312.5,330.13
Vanessa Gale,competitions-view?id=728,Vanessa Gale,1988,10/25/2014,2014 GA & Southern States BP & PL Championships,3.,R-O,-67.5,62.40,112.5,,,57.5,,,137.5,,,307.5,332.65
Vanessa Gale,competitions-view?id=377,Vanessa Gale,1988,04/05/2014,USAPL Georgia Spring Open,1.,R-O,-67.5,63.40,107.5,,,60,,,117.5,,,285,304.61
